Játékos ID,Alapadatok
1990-11-16/dibusz-denes,"DIBUSZ DÉNES
(magyar)
Top 500 válogatott meccs (61.) Top 500 NB I meccs (22.)
Aktuális klubja:
Ferencvárosi TC
Születési dátum
1990-11-16
Magasság
188 cm
Súly
81 kg
Láb
jobb
Poszt
Kapus
NB I-es mérkőzés/gól
411/0
Válogatott/gól
47/0"
